Sr_No,Date,Startup_Name,IndustryVertical,SubVertical,City,Investors Name,Investment_Type,Amount_in_USD,Remarks
1618,17-06-2016,GreytHR,Technology,Payroll & HR Software Developer,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity Round,5200000,nan
1619,17-06-2016,Duffl,E-Commerce,Fashion Rental Marketplace,Bengaluru,BetOnIndia Technology Pvt Ltd,Seed Round,,nan
1620,17-06-2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,"Sanjay Verma, Amit Khanna",Seed Round,,nan
1621,20-06-2016,Dipper,E-Commerce,Freight Logistics Marketplace,New Delhi,Group of investors (undisclosed),Seed Round,,nan
1622,20-06-2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Round,,nan
1623,20-06-2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Round,,nan
1624,21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Round,150000,nan
1625,21-06-2016,REstate,Consumer Internet,Real Estate Platform,Bengaluru,Idein Ventures,Seed Round,,nan
1626,21-06-2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity Round,,nan
1627,21-06-2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity Round,,nan
1628,21-06-2016,Celerix,Technology,Financial Tech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed Round,400000,nan
1629,21-06-2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn India Ventures,Seed Round,225000,nan
1630,21-06-2016,Cyclops Medtech,Technology,Medical Technology Provider,Bengaluru,CP Bothra,Seed Round,,nan
1631,21-06-2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Round,150000,nan
1632,21-06-2016,PrettySecrets,E-Commerce,Women Lingerie Store,Mumbai,"RB Investments, Orios Venture Partners",Private Equity Round,6000000,nan
1633,22-06-2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan Pravin Dongre, Mahendra Doshi",Seed Round,150000,nan
1634,23-06-2016,FarEye,Technology,Logistics Management Software,New Delhi,SAIF Partners,Private Equity Round,3500000,nan
1635,23-06-2016,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Round,210000,nan
1636,23-06-2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network (IAN),Seed Round,,nan
1637,23-06-2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity Round,,nan
1638,24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Round,50000,nan
1639,24-06-2016,Pratilipi,Digital Media Platform,Multi-Lingual self-publishing platform,Bengaluru,Nexus Venture Partners,Seed Round,,nan
1640,24-06-2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Round,500000,nan
1641,24-06-2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,Gujarat Venture Finance Limited (GVFL),Private Equity Round,6000000,nan
1642,24-06-2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield India II Management Ltd,Private Equity Round,3000000,nan
1643,24-06-2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Group of investors (undisclosed),Seed Round,148000,nan
1644,27-06-2016,YourDOST,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Round,1200000,nan
1645,27-06-2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Group of investors (undisclosed),Seed Round,100000,nan
1646,27-06-2016,Voler Cars,Consumer Internet,Self Driven Rental Car Platform,New Delhi,"Kanodia family, Amit Banka",Seed Round,,nan
1647,27-06-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,Gujarat Venture Finance Limited (GVFL),Private Equity Round,3000000,nan
1648,28-06-2016,FabHotels,E-Commerce,Online Hotel aggregator & Booking platform,Gurgaon,"Accel, RB Investments",Private Equity Round,8000000,nan
1649,28-06-2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Group of investors (undisclosed),Seed Round,300000,nan
1650,28-06-2016,Lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments,Mayfield India II Management Ltd, Saama Capital, India Quotient",Private Equity Round,32000000,nan
1651,28-06-2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Round,295000,nan
1652,28-06-2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Round,,nan
1653,28-06-2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bengaluru,Group of investors (undisclosed),Seed Round,,nan
1654,29-06-2016,LetReach,E-Commerce,E-Commerce SAAS Solutions,New Delhi,vCommission,Private Equity Round,100000,nan
1655,29-06-2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Round,50000,nan
1656,29-06-2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Round,,nan
1657,29-06-2016,Velvetcase,E-Commerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures, T.V. Mohandas Pai, S. Somasegar",Private Equity Round,1500000,nan
1658,30-06-2016,Meru Cabs,Consumer Internet,Online/Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity Round,25000000,nan
1659,30-06-2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Round,220000,nan
1660,30-06-2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"Omidyar Network, Accel & existing investors",Private Equity Round,,nan
1661,30-06-2016,Biryani Blues,Food & Beverages,QSR Chain,Gurgaon,Carpediem Capital,Private Equity Round,368000,nan
1662,01-05-2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani",Seed Round,,nan
1663,01-05-2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Round,376000,nan
1664,01-05-2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Round,145000,nan
1665,02-05-2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures LLP,Seed Round,,nan
1666,03-05-2016,MobiKwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek Inc.",Private Equity Round,50000000,nan
1667,03-05-2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity Round,,nan
1668,03-05-2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,Group of investors (undisclosed),Seed Round,250000,nan
1669,03-05-2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Group of investors (undisclosed),Seed Round,,nan
1670,03-05-2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Round,180000,nan
1671,03-05-2016,Prepathon,Education Marketplace,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity Round,,nan
1672,04-05-2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Round,200000,nan
1673,04-05-2016,Lenskart.com,E-Commerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corporation (IFC), TPG Growth, Adveq Management, IDG Ventures India, Ratan Tata, Kris Gopalakrishnan",Private Equity Round,60000000,nan
1674,04-05-2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture Partners, Ventureast, India Alternatives",Private Equity Round,12000000,nan
1675,04-05-2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Round,200000,nan
1676,04-05-2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Round,200000,nan
1677,04-05-2016,MyDentistChoice,E-Commerce,Medical Supplies eTailer,Hyderabad,Group of investors (undisclosed),Seed Round,150000,nan
1678,04-05-2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital,Seed Round,500000,nan
1679,04-05-2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital,Seed Round,500000,nan
1680,04-05-2016,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital,Seed Round,500000,nan
1681,05-05-2016,Unbxd,Technology,E-Commerce product discovery software,New Delhi,"IDG Ventures India, Inventus Capital Partners, Indian Angel Network (IAN)",Private Equity Round,,nan
1682,05-05-2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,"Group of Angel investors (undisclosed), High Networth Individuals (undisclosed)",Seed Round,375000,nan
1683,06-05-2016,EduAce Services,Education Marketplace,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity Round,1000000,nan
1684,06-05-2016,Meesho,E-Commerce,Social commerce platform,Bengaluru,Rajul Garg,Seed Round,,nan
1685,07-05-2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Group of investors (undisclosed),Seed Round,75000,nan
1686,09-05-2016,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BEENEXT, Rajesh Ranavat",Private Equity Round,2750000,nan
1687,09-05-2016,Toko Innovation Studios,Consumer Internet,Children's Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Round,450000,nan
1688,09-05-2016,Rentickle,E-Commerce,Furniture & appliances Portal,New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Round,250000,nan
1689,10-05-2016,HealthifyMe,Health and Wellness,Health & Fitness App,Bengaluru,"IDG Ventures India, Inventus Capital Partners, Blume Ventures",Private Equity Round,6000000,nan
1690,10-05-2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel, Matrix Partners India, Girish Mathrubootham",Private Equity Round,1500000,nan
1691,10-05-2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity Round,18000000,nan
1692,10-05-2016,SchoolWear,E-Commerce,School Uniform & Supplies Marketplace,Mumbai,Group of investors (undisclosed),Seed Round,1500000,nan
1693,10-05-2016,Swiggy,On-demand delivery platform,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, DST Global, Accel",Private Equity Round,7000000,nan
1694,11-05-2016,Zenify.in,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Group of investors (undisclosed),Private Equity Round,900000,nan
1695,11-05-2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity Round,,nan
1696,11-05-2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity Round,100000000,nan
1697,12-05-2016,Unacademy,Ed-Tech,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Round,500000,nan
1698,12-05-2016,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia India, Aspada Investment",Private Equity Round,25000000,nan
1699,12-05-2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity Round,150000,nan
1700,12-05-2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Agarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, Sanjeev Agrawal",Seed Round,,nan
1701,12-05-2016,ShabdaNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Round,,nan
1702,12-05-2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bengaluru,"Phanindra Sama, Raghunandan Gangappa",Seed Round,,nan
1703,12-05-2016,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Round,,nan
1704,13-05-2016,Stayzilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners India, Nexus Venture Partners",Private Equity Round,13500000,nan
1705,13-05-2016,Wow Express,Logistics,E-Commerce Logistics Solutions,Mumbai,"Group of investors (undisclosed), Tamarind Family Private Trust",Private Equity Round,2200000,nan
1706,16-05-2016,Smartivity,E-Commerce,Smart Learning products,New Delhi,"S Chand Group, AdvantEdge Partners",Private Equity Round,1000000,nan
1707,16-05-2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity Round,,nan
1708,17-05-2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Ratan Tata,Private Equity Round,,nan
1709,17-05-2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Group of investors (undisclosed), Accel, Helion Venture Partners",Private Equity Round,,nan
1710,17-05-2016,Blinge,E-Commerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Round,,nan
1711,18-05-2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Venture Capital,Seed Round,250000,nan
1712,18-05-2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Round,100000,nan
1713,18-05-2016,Fundamentor,Education Marketplace,Aptitude Development Program,Pune,Subramanya SV,Seed Round,,nan
1714,18-05-2016,EduPristine,Education Marketplace,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity Round,10000000,nan
1715,18-05-2016,BHIVE Workspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity Round,1000000,nan
1716,18-05-2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk Krishnan, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Round,,nan
1717,19-05-2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Group of investors (undisclosed),Seed Round,1000000,nan
1718,19-05-2016,Niki.ai,Technology,Artificial Intelligence Platform,Bengaluru,Ratan Tata,Private Equity Round,,nan
1719,19-05-2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,High Networth Individuals (undisclosed),Seed Round,500000,nan
1720,19-05-2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Round,500000,nan
1721,20-05-2016,i2iFunding,Consumer Internet,Online Peer to Peer Funding,Noida,Group of investors (undisclosed),Seed Round,300000,nan
1722,23-05-2016,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Round,,nan
1723,23-05-2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Round,89000,nan
1724,24-05-2016,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Round,,nan
1725,24-05-2016,Goalwise,Consumer Internet,Online investment platform,Bengaluru,High Networth Individuals (undisclosed),Seed Round,1000000,nan
1726,25-05-2016,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network (IAN),Seed Round,,nan
1727,25-05-2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity Round,1500000,nan
1728,25-05-2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Round,100000,nan
1729,25-05-2016,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Round,,nan
1730,26-05-2016,ClearTax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia India",Private Equity Round,2000000,nan
1731,26-05-2016,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel,Indian Angel Network (IAN), India Innovation Fund, India Venture Partners",Private Equity Round,,nan
1732,26-05-2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Round,475000,nan
1733,27-05-2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Round,,nan
1734,30-05-2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Round,200000,nan
1735,31-05-2016,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta,Seed Round,,nan
1736,31-05-2016,Koovs,E-Commerce,Apparel & Lifestyle eTailer,New Delhi,HT Media,Private Equity Round,4400000,nan
1737,31-05-2016,CCAvenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity Round,8900000,nan
1738,31-05-2016,1mg,E-Commerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments Ltd,Private Equity Round,,nan
1739,31-05-2016,Tpot,Food & Beverages,QSR Chain,Gurgaon,Ashish Gupta,Seed Round,,nan
1740,31-05-2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Group of investors (undisclosed),Seed Round,175000,nan
1741,01-04-2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,Bengaluru,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot ,Group of Angel investors (undisclosed)",Private Equity Round,2700000,nan
1742,01-04-2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,New Delhi,Raman Roy,Seed Round,,nan
1743,01-04-2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network (IAN), Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Round,,nan
1744,04-04-2016,Housing.com,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity Round,,nan
1745,04-04-2016,Roll Mafia,Food & Beverages,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resources,Seed Round,,nan
1746,04-04-2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi,Private Equity Round,25000000,nan
1747,04-04-2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Round,,nan
1748,05-04-2016,Cult ,Healthcare,Healthcare training programs,Bengaluru,Mukesh Bansal,Seed Round,,nan
